TransactionID,UserID,Date,TransactionType,Category,Merchant,Amount,CardType,IsFraud
8708,U1235,2022-09-19 10:00:00,ATM,Entertainment,Zomato,2825.37,Credit,0
8709,U1438,2024-07-08 09:00:00,POS,Shopping,Ola,9386.63,Credit,0
8710,U1213,2023-03-28 20:00:00,ONLINE,Food,Ola,9807.86,Debit,0
8711,U1084,2024-03-16 03:00:00,ONLINE,Travel,Swiggy,2501.52,Debit,0
8712,U1281,2024-11-24 05:00:00,UPI,Food,Uber,14227.09,Credit,0
8713,U1231,2023-07-04 13:00:00,CARD,Fuel,Amazon,2693.69,Credit,0
8714,U1084,2023-12-24 00:00:00,CARD,EMI,IRCTC,2776.04,Credit,1
8715,U1408,2023-04-03 03:00:00,ATM,Shopping,Myntra,9551.44,Credit,0
8716,U1488,2022-09-06 13:00:00,POS,EMI,Flipkart,6350.88,Debit,0
8717,U1064,2023-06-10 21:00:00,ONLINE,EMI,PetrolPump,438.87,Credit,0
8718,U1133,2022-09-22 12:00:00,CARD,Entertainment,Flipkart,13811.61,Credit,0
8719,U1150,2024-10-03 10:00:00,ONLINE,EMI,PetrolPump,1173.37,Debit,0
8720,U1114,2024-09-05 11:00:00,ATM,Shopping,IRCTC,2386.94,Debit,0
8721,U1063,2024-01-03 12:00:00,ATM,Groceries,Flipkart,13461.7,Credit,0
8722,U1342,2024-01-04 04:00:00,POS,EMI,Amazon,4165.91,Debit,0
8723,U1426,2022-02-04 07:00:00,CARD,Travel,BookMyShow,12274.3,Debit,0
8724,U1362,2022-10-23 04:00:00,ATM,Withdrawal,BigBazaar,2602.18,Debit,0
8725,U1406,2023-06-03 23:00:00,ATM,Entertainment,Flipkart,770.35,Credit,0
8726,U1351,2023-03-18 23:00:00,ONLINE,Bills,Zomato,3559.22,Debit,0
8727,U1157,2023-12-06 23:00:00,UPI,Travel,BigBazaar,11143.14,Credit,0
8728,U1076,2023-08-17 04:00:00,CARD,Travel,Zomato,9955.77,Debit,0
8729,U1490,2024-03-19 02:00:00,POS,Food,IRCTC,4693.76,Credit,0
8730,U1145,2023-11-08 12:00:00,POS,Food,Amazon,9520.52,Credit,0
8731,U1342,2023-03-27 19:00:00,ONLINE,Food,Uber,9991.49,Credit,0
8732,U1462,2024-09-23 17:00:00,POS,Travel,BookMyShow,8492.0,Debit,0
8733,U1224,2023-05-14 17:00:00,ATM,Food,Swiggy,14036.09,Debit,0
8734,U1404,2023-12-24 05:00:00,CARD,Entertainment,Ola,11914.63,Debit,0
8735,U1312,2023-05-03 12:00:00,POS,Shopping,Uber,12248.81,Credit,0
8736,U1102,2022-01-23 15:00:00,CARD,Food,Ola,6417.12,Credit,0
8737,U1406,2022-06-12 12:00:00,POS,Groceries,Ola,10274.3,Credit,0
8738,U1346,2023-05-13 17:00:00,UPI,Entertainment,Swiggy,2791.1,Debit,0
8739,U1300,2022-06-26 00:00:00,UPI,Food,Ola,4474.53,Credit,0
8740,U1427,2023-07-28 06:00:00,CARD,Withdrawal,BookMyShow,7561.17,Credit,0
8741,U1465,2023-09-15 21:00:00,UPI,Entertainment,PetrolPump,12252.93,Credit,0
8742,U1087,2022-04-30 10:00:00,UPI,Shopping,Swiggy,5087.14,Credit,0
8743,U1370,2024-02-16 06:00:00,ATM,Groceries,Flipkart,6625.24,Credit,0
8744,U1302,2024-01-30 04:00:00,POS,Bills,Ola,14362.25,Credit,0
8745,U1167,2022-12-11 12:00:00,UPI,Groceries,Ola,4297.26,Credit,0
8746,U1434,2024-11-05 08:00:00,CARD,Withdrawal,PetrolPump,9290.08,Credit,0
8747,U1169,2024-08-31 08:00:00,ATM,Fuel,Uber,1553.13,Credit,0
8748,U1134,2023-06-18 21:00:00,UPI,Food,BookMyShow,6204.56,Credit,0
8749,U1049,2023-11-29 04:00:00,CARD,Fuel,IRCTC,4984.84,Debit,0
8750,U1431,2022-07-11 17:00:00,POS,EMI,IRCTC,245.43,Credit,0
8751,U1339,2023-06-23 18:00:00,UPI,EMI,IRCTC,8798.9,Debit,0
8752,U1346,2022-06-30 13:00:00,CARD,Bills,Ola,5004.76,Credit,0
8753,U1133,2022-08-13 23:00:00,CARD,Travel,Uber,3812.53,Debit,0
8754,U1346,2024-07-09 00:00:00,ONLINE,EMI,Amazon,13394.32,Debit,1
8755,U1136,2024-01-14 07:00:00,CARD,EMI,Zomato,3482.82,Credit,0
8756,U1244,2024-02-13 17:00:00,ONLINE,Groceries,Zomato,6112.01,Credit,0
8757,U1108,2022-11-06 20:00:00,POS,Entertainment,Uber,14243.96,Debit,0
8758,U1312,2024-04-21 11:00:00,POS,Travel,BigBazaar,1250.59,Debit,0
8759,U1286,2024-09-14 05:00:00,ATM,Withdrawal,Swiggy,14079.6,Debit,0
8760,U1020,2023-09-15 19:00:00,ONLINE,Shopping,Amazon,5883.71,Debit,0
8761,U1089,2023-08-05 17:00:00,CARD,Shopping,Swiggy,11874.37,Credit,0
8762,U1295,2022-12-03 22:00:00,ATM,Food,PetrolPump,5370.66,Debit,0
8763,U1111,2022-06-03 10:00:00,ATM,Bills,BookMyShow,6262.48,Credit,0
8764,U1300,2024-01-30 14:00:00,POS,Bills,IRCTC,6594.79,Debit,0
8765,U1076,2022-03-19 06:00:00,CARD,Travel,Myntra,14204.79,Credit,0
8766,U1176,2022-05-05 09:00:00,ONLINE,Bills,Myntra,8276.3,Credit,0
8767,U1342,2023-03-27 17:00:00,POS,Entertainment,Swiggy,3292.3,Credit,0
8768,U1147,2024-03-14 06:00:00,ATM,Withdrawal,Swiggy,9192.09,Debit,0
8769,U1100,2022-11-09 08:00:00,UPI,EMI,IRCTC,13347.59,Debit,0
8770,U1245,2022-01-24 06:00:00,ATM,Entertainment,Swiggy,3255.0,Credit,0
8771,U1116,2024-03-14 08:00:00,UPI,EMI,Swiggy,5096.45,Credit,0
8772,U1091,2022-02-22 06:00:00,POS,EMI,IRCTC,8593.37,Debit,0
8773,U1400,2023-10-15 19:00:00,ONLINE,Entertainment,Zomato,14809.51,Debit,1
8774,U1027,2024-01-23 17:00:00,CARD,Shopping,PetrolPump,7007.12,Debit,0
8775,U1424,2023-11-01 22:00:00,UPI,Fuel,Amazon,8786.02,Debit,0
8776,U1449,2024-06-21 07:00:00,CARD,Travel,Ola,2072.86,Credit,0
8777,U1024,2023-02-21 22:00:00,POS,Entertainment,Flipkart,11384.42,Debit,0
8778,U1057,2022-09-19 19:00:00,POS,Shopping,Ola,3337.07,Debit,0
8779,U1497,2023-01-04 22:00:00,POS,Travel,Swiggy,4952.43,Debit,0
8780,U1296,2023-05-28 20:00:00,ONLINE,EMI,Flipkart,10658.0,Debit,0
8781,U1133,2022-05-19 13:00:00,UPI,Food,Ola,10704.34,Debit,0
8782,U1330,2024-01-05 09:00:00,CARD,Bills,Uber,4816.06,Debit,0
8783,U1248,2022-05-11 23:00:00,ATM,Travel,Swiggy,12762.23,Debit,0
8784,U1037,2022-05-07 13:00:00,POS,Shopping,Myntra,11930.84,Credit,0
8785,U1389,2024-10-27 17:00:00,CARD,Shopping,Amazon,9255.9,Debit,0
8786,U1428,2023-06-02 09:00:00,CARD,Entertainment,Amazon,2721.53,Credit,0
8787,U1074,2024-01-27 21:00:00,ONLINE,Entertainment,Ola,13577.96,Credit,1
8788,U1141,2022-07-14 19:00:00,UPI,Bills,BookMyShow,7934.95,Debit,0
8789,U1321,2024-01-15 05:00:00,ONLINE,EMI,IRCTC,5677.24,Debit,0
8790,U1167,2022-10-25 20:00:00,ONLINE,Bills,IRCTC,13912.84,Credit,1
8791,U1258,2022-11-11 15:00:00,CARD,Shopping,BookMyShow,14576.01,Credit,0
8792,U1372,2023-11-19 02:00:00,UPI,Fuel,Ola,10772.03,Credit,0
8793,U1354,2022-04-22 04:00:00,UPI,Groceries,Ola,11881.07,Credit,0
8794,U1224,2024-06-07 07:00:00,UPI,Food,Flipkart,3739.13,Debit,0
8795,U1151,2024-09-12 14:00:00,POS,Shopping,Ola,3918.99,Credit,0
8796,U1018,2024-01-02 04:00:00,UPI,Shopping,BookMyShow,8559.54,Debit,0
8797,U1145,2023-09-14 08:00:00,CARD,EMI,IRCTC,14748.89,Credit,0
8798,U1447,2024-01-01 21:00:00,POS,Entertainment,BookMyShow,11161.2,Credit,0
8799,U1240,2022-04-04 14:00:00,ATM,Travel,Flipkart,11202.56,Debit,0
8800,U1371,2022-10-05 05:00:00,ONLINE,Travel,BookMyShow,3901.08,Credit,0
8801,U1380,2024-11-17 18:00:00,UPI,Fuel,Zomato,6325.74,Credit,0
8802,U1343,2023-04-09 21:00:00,ATM,Bills,BigBazaar,5170.82,Debit,0
8803,U1236,2022-11-15 17:00:00,UPI,Travel,Swiggy,4568.75,Credit,0
8804,U1034,2023-12-05 23:00:00,ONLINE,Travel,Myntra,10979.97,Credit,0
8805,U1189,2022-12-18 17:00:00,CARD,Groceries,Swiggy,1542.82,Debit,0
8806,U1000,2022-02-07 00:00:00,CARD,Groceries,BookMyShow,2523.36,Debit,0
8807,U1483,2023-01-19 23:00:00,ONLINE,Food,Swiggy,6213.82,Credit,0
8808,U1152,2024-10-12 07:00:00,ATM,Bills,Uber,4575.78,Credit,0
8809,U1428,2023-01-02 07:00:00,POS,Withdrawal,Myntra,13555.4,Debit,0
8810,U1432,2024-03-19 14:00:00,POS,Entertainment,Amazon,3046.63,Debit,0
8811,U1125,2024-02-28 02:00:00,UPI,Entertainment,Zomato,3770.2,Credit,0
8812,U1490,2023-04-07 11:00:00,ONLINE,Travel,PetrolPump,2712.37,Debit,0
8813,U1481,2024-08-03 19:00:00,ONLINE,Withdrawal,Flipkart,12882.34,Debit,1
8814,U1344,2023-09-26 12:00:00,POS,Bills,PetrolPump,3070.78,Credit,0
8815,U1399,2024-02-08 16:00:00,ATM,EMI,Uber,5313.57,Credit,0
8816,U1225,2023-02-19 14:00:00,ONLINE,Entertainment,BookMyShow,10056.2,Debit,0
8817,U1220,2022-08-14 13:00:00,CARD,Shopping,BigBazaar,1210.6,Debit,0
8818,U1402,2022-09-30 09:00:00,CARD,Bills,Swiggy,12258.9,Credit,0
8819,U1406,2022-05-29 17:00:00,ONLINE,Food,Uber,10608.45,Debit,0
8820,U1210,2022-02-21 18:00:00,ATM,Bills,Ola,3952.51,Credit,0
8821,U1024,2022-06-30 09:00:00,CARD,Travel,Swiggy,5907.33,Debit,0
8822,U1015,2023-03-13 23:00:00,ATM,Entertainment,Myntra,9320.05,Credit,0
8823,U1181,2024-02-02 21:00:00,POS,Groceries,Swiggy,14199.54,Credit,0
8824,U1498,2022-05-22 11:00:00,UPI,Bills,IRCTC,9457.44,Credit,0
8825,U1328,2023-12-03 00:00:00,POS,Groceries,BookMyShow,3832.94,Credit,0
8826,U1128,2024-06-19 15:00:00,UPI,Travel,Myntra,7263.33,Debit,0
8827,U1041,2024-10-20 13:00:00,CARD,Food,Myntra,6771.74,Debit,0
8828,U1402,2024-03-07 23:00:00,UPI,Food,Amazon,8012.48,Credit,0
8829,U1480,2022-12-01 23:00:00,UPI,EMI,IRCTC,7809.78,Credit,0
8830,U1417,2022-12-08 14:00:00,ONLINE,Groceries,Flipkart,5492.58,Debit,1
8831,U1335,2022-03-08 02:00:00,UPI,Travel,BookMyShow,13083.81,Debit,0
8832,U1235,2023-12-19 01:00:00,ONLINE,Food,BookMyShow,4985.16,Credit,0
8833,U1359,2022-06-09 08:00:00,UPI,Entertainment,Flipkart,7972.79,Debit,0
8834,U1438,2024-01-06 12:00:00,ONLINE,Groceries,BigBazaar,3949.9,Debit,0
8835,U1401,2024-09-26 23:00:00,CARD,Entertainment,BigBazaar,6550.28,Debit,0
8836,U1033,2022-05-24 04:00:00,CARD,Entertainment,IRCTC,10236.79,Credit,0
8837,U1344,2022-12-04 01:00:00,UPI,EMI,Flipkart,11379.95,Debit,0
8838,U1380,2023-11-01 01:00:00,ATM,Entertainment,Amazon,12103.02,Debit,0
8839,U1044,2022-02-24 14:00:00,CARD,Shopping,IRCTC,11065.53,Debit,0
8840,U1133,2023-02-14 03:00:00,POS,Groceries,Swiggy,7027.99,Credit,0
8841,U1020,2023-10-07 09:00:00,POS,Travel,Uber,610.15,Credit,0
8842,U1121,2024-12-03 04:00:00,ONLINE,Bills,Flipkart,7891.16,Debit,0
8843,U1069,2023-07-15 17:00:00,ATM,EMI,Uber,874.5,Credit,0
8844,U1351,2022-01-20 21:00:00,ONLINE,Fuel,Flipkart,14498.43,Credit,1
8845,U1360,2023-01-07 02:00:00,UPI,Travel,Flipkart,5700.45,Credit,0
8846,U1047,2023-02-16 04:00:00,CARD,Travel,BigBazaar,7579.89,Credit,0
8847,U1490,2024-02-12 18:00:00,ATM,Fuel,Swiggy,1986.73,Debit,0
8848,U1038,2022-01-22 04:00:00,ONLINE,Travel,Amazon,14936.06,Debit,1
8849,U1286,2022-11-01 23:00:00,ONLINE,Bills,BigBazaar,7408.42,Credit,0
8850,U1489,2022-01-16 21:00:00,POS,Travel,Flipkart,4509.44,Credit,0
8851,U1009,2024-12-09 04:00:00,UPI,Fuel,PetrolPump,2936.08,Credit,0
8852,U1029,2023-09-29 23:00:00,ONLINE,Shopping,BigBazaar,9766.46,Credit,0
8853,U1243,2022-03-18 21:00:00,POS,Groceries,Uber,6572.67,Debit,0
8854,U1273,2024-09-13 20:00:00,ATM,Fuel,IRCTC,4794.08,Credit,0
8855,U1443,2023-06-08 10:00:00,ONLINE,Withdrawal,Amazon,194.16,Credit,0
8856,U1087,2023-02-17 22:00:00,POS,Entertainment,IRCTC,594.14,Debit,0
8857,U1243,2024-12-05 20:00:00,UPI,Food,BigBazaar,10419.52,Debit,0
8858,U1380,2024-11-19 21:00:00,CARD,Withdrawal,PetrolPump,7234.08,Credit,0
8859,U1328,2024-10-01 05:00:00,ATM,Fuel,Myntra,12740.91,Credit,0
8860,U1478,2024-11-03 05:00:00,ONLINE,Withdrawal,PetrolPump,11315.25,Credit,0
8861,U1014,2022-07-12 21:00:00,POS,Food,Flipkart,8622.93,Debit,0
8862,U1003,2022-08-26 16:00:00,ONLINE,Shopping,Ola,8436.81,Credit,0
8863,U1190,2022-03-16 00:00:00,CARD,Bills,Swiggy,11192.91,Debit,0
8864,U1167,2024-10-17 07:00:00,ONLINE,Fuel,IRCTC,11130.38,Debit,0
8865,U1008,2023-10-09 09:00:00,ONLINE,Entertainment,Swiggy,5051.04,Credit,0
8866,U1108,2024-02-17 20:00:00,POS,Fuel,Uber,1624.53,Debit,0
8867,U1136,2023-09-27 12:00:00,CARD,Food,BookMyShow,11588.83,Debit,0
8868,U1153,2022-02-21 20:00:00,ATM,Travel,Ola,3385.43,Debit,0
8869,U1387,2022-02-25 13:00:00,POS,Entertainment,Zomato,11879.41,Debit,0
8870,U1208,2022-06-02 21:00:00,CARD,Travel,Ola,9290.47,Debit,0
8871,U1271,2024-01-03 16:00:00,CARD,Travel,IRCTC,5401.5,Credit,0
8872,U1142,2024-01-28 10:00:00,ONLINE,Fuel,Zomato,12791.5,Debit,1
8873,U1098,2023-10-12 03:00:00,UPI,EMI,Uber,10382.97,Debit,0
8874,U1376,2024-07-29 05:00:00,UPI,Fuel,Uber,8199.37,Credit,0
8875,U1307,2024-01-14 06:00:00,ATM,Groceries,PetrolPump,4548.45,Credit,0
8876,U1068,2022-03-22 13:00:00,ONLINE,EMI,Flipkart,14794.9,Debit,1
8877,U1246,2022-02-01 02:00:00,UPI,Entertainment,BookMyShow,12586.18,Credit,0
8878,U1260,2024-09-16 18:00:00,POS,Entertainment,Swiggy,2091.81,Credit,0
8879,U1275,2023-01-12 08:00:00,ATM,Shopping,Amazon,12103.12,Credit,0
8880,U1078,2024-10-11 21:00:00,ONLINE,Fuel,BookMyShow,1846.82,Credit,0
8881,U1145,2022-10-12 11:00:00,POS,Food,Myntra,3753.83,Credit,0
8882,U1110,2023-11-06 21:00:00,UPI,Withdrawal,Ola,14365.37,Debit,0
8883,U1257,2024-12-05 08:00:00,UPI,Groceries,BookMyShow,13055.08,Credit,0
8884,U1092,2022-02-03 00:00:00,UPI,Shopping,Amazon,9109.75,Credit,0
8885,U1012,2022-10-16 15:00:00,UPI,Entertainment,Myntra,10501.97,Debit,0
8886,U1259,2024-01-06 11:00:00,CARD,Withdrawal,Flipkart,1389.66,Credit,0
8887,U1425,2023-02-10 22:00:00,ATM,Fuel,Amazon,5018.99,Debit,0
8888,U1108,2022-09-23 09:00:00,ATM,Bills,PetrolPump,4870.25,Credit,0
8889,U1329,2023-09-09 16:00:00,UPI,Travel,Myntra,538.4,Debit,0
8890,U1188,2024-03-05 18:00:00,ATM,Bills,Zomato,10576.32,Credit,0
8891,U1094,2022-11-25 02:00:00,POS,Food,Amazon,4647.94,Debit,0
8892,U1104,2023-11-26 20:00:00,POS,Groceries,Myntra,9514.74,Debit,0
8893,U1007,2022-10-14 00:00:00,ATM,EMI,BookMyShow,457.0,Debit,0
8894,U1066,2022-06-17 14:00:00,UPI,Shopping,Amazon,74.57,Debit,0
8895,U1495,2024-12-18 12:00:00,ONLINE,EMI,Zomato,2591.6,Credit,0
8896,U1190,2024-01-22 08:00:00,UPI,Withdrawal,PetrolPump,10558.15,Credit,0
8897,U1365,2023-04-04 16:00:00,CARD,Groceries,BigBazaar,9082.36,Credit,0
8898,U1255,2023-05-20 06:00:00,ONLINE,Food,BookMyShow,3053.55,Credit,0
8899,U1008,2023-10-02 06:00:00,CARD,Travel,BookMyShow,7874.44,Credit,0
8900,U1477,2023-04-08 22:00:00,ATM,Groceries,BigBazaar,9307.35,Debit,0
8901,U1116,2022-08-04 11:00:00,CARD,Entertainment,BookMyShow,14087.23,Debit,0
8902,U1266,2023-02-04 13:00:00,ATM,EMI,Zomato,11448.26,Credit,0
8903,U1098,2024-01-24 05:00:00,CARD,Entertainment,Ola,2080.71,Credit,0
8904,U1484,2022-10-07 14:00:00,ONLINE,Entertainment,PetrolPump,4089.94,Debit,0
8905,U1297,2023-12-27 21:00:00,CARD,Entertainment,Flipkart,6082.12,Debit,0
8906,U1396,2024-04-23 04:00:00,UPI,Groceries,BigBazaar,1624.09,Credit,0
8907,U1163,2022-08-16 11:00:00,ATM,Fuel,Swiggy,8352.58,Credit,0
8908,U1375,2023-09-15 09:00:00,POS,Withdrawal,Zomato,13611.04,Credit,0
8909,U1140,2023-02-11 10:00:00,CARD,Groceries,Flipkart,4630.35,Debit,0
8910,U1267,2024-12-06 08:00:00,ATM,Food,IRCTC,14770.46,Debit,0
8911,U1036,2022-10-21 16:00:00,POS,Withdrawal,Flipkart,3777.3,Debit,0
8912,U1073,2024-07-29 08:00:00,ATM,Entertainment,PetrolPump,7110.38,Debit,0
8913,U1072,2023-01-31 03:00:00,ATM,EMI,Swiggy,5178.37,Credit,0
8914,U1307,2024-01-02 01:00:00,POS,Withdrawal,PetrolPump,4656.32,Credit,0
8915,U1198,2023-12-27 13:00:00,POS,Shopping,Zomato,5699.17,Credit,0
8916,U1129,2023-06-03 17:00:00,ONLINE,Shopping,BigBazaar,534.56,Credit,0
8917,U1245,2023-10-02 18:00:00,CARD,Fuel,Swiggy,8003.55,Debit,0
8918,U1311,2022-02-10 18:00:00,CARD,Fuel,BigBazaar,11134.07,Credit,0
8919,U1059,2022-12-29 21:00:00,ATM,Shopping,Swiggy,12963.7,Credit,0
8920,U1278,2024-11-22 14:00:00,UPI,Travel,Myntra,4899.11,Debit,0
8921,U1102,2023-10-19 16:00:00,UPI,Withdrawal,Ola,8278.54,Credit,0
8922,U1295,2023-04-05 07:00:00,ATM,Travel,Flipkart,13397.3,Debit,0
8923,U1319,2024-06-15 09:00:00,ONLINE,Food,PetrolPump,12008.09,Credit,1
8924,U1486,2023-11-20 09:00:00,POS,Fuel,BookMyShow,6987.92,Credit,0
8925,U1340,2024-11-21 09:00:00,ATM,Shopping,BigBazaar,2514.45,Debit,0
8926,U1150,2023-04-10 09:00:00,CARD,Entertainment,Zomato,8396.62,Debit,0
8927,U1156,2024-06-02 00:00:00,UPI,Food,IRCTC,14845.96,Debit,0
8928,U1205,2023-08-27 19:00:00,UPI,Groceries,Flipkart,11374.63,Debit,0
8929,U1473,2024-02-24 23:00:00,UPI,Groceries,BigBazaar,12727.94,Credit,0
8930,U1178,2022-11-05 00:00:00,ONLINE,Travel,PetrolPump,2871.99,Debit,0
8931,U1196,2024-11-14 03:00:00,CARD,Withdrawal,Zomato,13563.17,Credit,0
8932,U1222,2023-04-22 23:00:00,ONLINE,Bills,Flipkart,261.13,Credit,0
8933,U1088,2024-03-29 18:00:00,POS,Fuel,Zomato,12940.06,Credit,0
8934,U1286,2024-05-26 09:00:00,ATM,Fuel,Swiggy,3624.86,Debit,0
8935,U1433,2022-12-24 19:00:00,ATM,EMI,Zomato,9359.56,Credit,0
8936,U1275,2023-02-27 01:00:00,UPI,Travel,Zomato,4431.13,Debit,0
8937,U1235,2023-08-03 11:00:00,UPI,Food,Ola,2072.67,Debit,0
8938,U1182,2024-06-20 13:00:00,POS,Fuel,BookMyShow,3744.11,Credit,0
8939,U1208,2022-08-15 04:00:00,ONLINE,Food,Amazon,7120.28,Credit,0
8940,U1492,2024-07-21 01:00:00,CARD,Bills,IRCTC,13798.94,Credit,0
8941,U1129,2022-04-18 21:00:00,POS,Entertainment,Myntra,5865.61,Credit,0
8942,U1152,2024-09-08 16:00:00,ATM,Food,Swiggy,885.25,Credit,0
8943,U1012,2022-05-07 10:00:00,ATM,Bills,BookMyShow,405.33,Credit,1
8944,U1121,2022-01-08 01:00:00,ONLINE,Groceries,BookMyShow,3187.57,Debit,0
8945,U1358,2022-05-15 23:00:00,POS,Shopping,BigBazaar,827.83,Credit,0
8946,U1219,2022-05-23 07:00:00,CARD,Entertainment,Uber,5598.38,Debit,0
8947,U1105,2024-04-11 08:00:00,POS,Groceries,Zomato,5794.58,Credit,0
8948,U1374,2023-04-21 08:00:00,POS,Shopping,IRCTC,14583.5,Credit,0
8949,U1069,2022-05-26 04:00:00,ONLINE,Fuel,Flipkart,4628.21,Debit,0
8950,U1194,2024-06-03 03:00:00,CARD,Food,PetrolPump,9004.07,Credit,0
8951,U1185,2024-01-30 09:00:00,ATM,Bills,Swiggy,12291.41,Debit,0
8952,U1098,2023-09-14 19:00:00,UPI,Food,BigBazaar,7719.69,Debit,1
8953,U1081,2024-08-27 06:00:00,CARD,Bills,BigBazaar,10463.74,Credit,0
8954,U1074,2024-05-22 08:00:00,ATM,Travel,PetrolPump,14617.11,Credit,0
8955,U1373,2022-10-13 04:00:00,ONLINE,Fuel,Zomato,4896.08,Credit,0
8956,U1339,2024-03-19 18:00:00,CARD,Travel,BigBazaar,1159.45,Debit,0
8957,U1191,2024-07-29 13:00:00,CARD,Travel,PetrolPump,6483.2,Debit,0
8958,U1324,2022-06-15 05:00:00,ATM,Withdrawal,IRCTC,8132.47,Debit,0
8959,U1466,2022-10-27 08:00:00,ATM,Withdrawal,BookMyShow,8720.8,Credit,0
8960,U1213,2024-12-26 17:00:00,POS,Withdrawal,IRCTC,11091.51,Credit,0
8961,U1314,2024-06-29 23:00:00,POS,Fuel,BigBazaar,13476.37,Credit,0
8962,U1443,2022-08-13 04:00:00,CARD,Fuel,Zomato,7527.47,Debit,0
8963,U1466,2024-01-01 10:00:00,UPI,Shopping,PetrolPump,2193.92,Credit,0
8964,U1381,2024-05-12 22:00:00,ONLINE,Entertainment,BookMyShow,6080.96,Debit,0
8965,U1366,2023-09-29 21:00:00,ATM,Shopping,Zomato,2372.77,Credit,1
8966,U1317,2022-01-05 15:00:00,POS,Fuel,Zomato,2775.43,Debit,0
8967,U1143,2023-11-04 15:00:00,ONLINE,Fuel,Uber,75.41,Credit,0
8968,U1383,2023-12-09 08:00:00,CARD,Travel,Swiggy,13949.2,Debit,0
8969,U1215,2022-11-05 21:00:00,ATM,Fuel,Uber,11191.64,Credit,0
8970,U1360,2023-09-06 14:00:00,ATM,Groceries,PetrolPump,1549.13,Debit,0
8971,U1323,2024-10-20 11:00:00,POS,Shopping,Ola,13805.59,Credit,0
8972,U1014,2024-01-05 06:00:00,UPI,Food,Flipkart,13061.86,Debit,0
8973,U1216,2022-09-07 07:00:00,ATM,Travel,Ola,13652.86,Debit,0
8974,U1491,2024-03-10 02:00:00,UPI,Groceries,Zomato,1504.84,Debit,0
8975,U1438,2023-03-07 01:00:00,ONLINE,Food,BigBazaar,1244.4,Debit,0
8976,U1034,2023-04-06 21:00:00,ATM,Travel,Swiggy,1062.64,Credit,0
8977,U1182,2022-05-30 22:00:00,ATM,Entertainment,BigBazaar,14505.49,Debit,0
8978,U1269,2024-04-21 03:00:00,UPI,Entertainment,BookMyShow,9924.03,Debit,0
8979,U1432,2022-03-05 14:00:00,POS,Food,BookMyShow,2710.83,Credit,0
8980,U1466,2022-11-26 13:00:00,CARD,Groceries,Ola,13940.93,Credit,0
8981,U1357,2022-03-24 01:00:00,ONLINE,Fuel,IRCTC,6675.32,Credit,0
8982,U1099,2023-01-16 23:00:00,ATM,Entertainment,Zomato,11792.43,Credit,0
8983,U1006,2024-01-16 06:00:00,POS,Food,Ola,9561.01,Debit,0
8984,U1029,2024-05-18 19:00:00,ATM,Groceries,BigBazaar,9762.34,Debit,0
8985,U1466,2023-04-26 08:00:00,ONLINE,Travel,Flipkart,6623.95,Credit,0
8986,U1304,2024-08-07 15:00:00,CARD,Bills,Swiggy,5954.51,Credit,0
8987,U1472,2022-12-12 21:00:00,ATM,Travel,Zomato,2470.71,Debit,0
8988,U1143,2022-04-09 02:00:00,UPI,Withdrawal,IRCTC,1108.17,Credit,0
8989,U1110,2022-08-10 15:00:00,POS,Fuel,Amazon,13923.47,Credit,0
8990,U1231,2022-01-10 09:00:00,CARD,Fuel,BookMyShow,14052.52,Credit,0
8991,U1178,2023-08-29 00:00:00,ATM,EMI,Flipkart,9637.4,Debit,0
8992,U1071,2022-05-06 11:00:00,CARD,Groceries,Myntra,5851.52,Credit,0
8993,U1209,2022-06-21 22:00:00,UPI,Bills,Amazon,425.1,Debit,0
8994,U1219,2022-01-26 13:00:00,ATM,Food,PetrolPump,6742.46,Debit,0
8995,U1079,2023-08-10 18:00:00,CARD,Shopping,Swiggy,9901.68,Credit,0
8996,U1499,2023-11-18 18:00:00,ATM,Bills,PetrolPump,4539.29,Credit,0
8997,U1082,2022-08-16 10:00:00,ATM,Food,BigBazaar,5169.44,Credit,0
8998,U1041,2023-01-11 02:00:00,CARD,Food,BigBazaar,7111.23,Debit,0
8999,U1272,2024-07-18 04:00:00,ATM,EMI,Zomato,7449.02,Credit,0
9000,U1190,2024-04-01 17:00:00,UPI,EMI,BookMyShow,11155.83,Credit,0
9001,U1172,2022-04-23 11:00:00,CARD,Shopping,PetrolPump,7521.43,Debit,0
9002,U1460,2024-07-18 05:00:00,CARD,EMI,Flipkart,12686.86,Debit,0
9003,U1006,2022-11-10 05:00:00,UPI,Shopping,PetrolPump,7267.51,Credit,0
9004,U1154,2022-02-12 11:00:00,UPI,Fuel,Flipkart,527.08,Debit,0
9005,U1009,2024-03-19 17:00:00,UPI,Food,Zomato,2164.02,Credit,0
9006,U1033,2023-10-25 15:00:00,ATM,Withdrawal,Myntra,10786.52,Debit,0
9007,U1035,2024-04-09 16:00:00,ATM,Travel,IRCTC,6805.33,Debit,0
9008,U1408,2024-04-24 14:00:00,ONLINE,Shopping,Swiggy,6945.2,Credit,0
9009,U1005,2024-07-31 07:00:00,ATM,Food,Myntra,14671.2,Credit,0
9010,U1407,2024-06-17 14:00:00,UPI,Entertainment,Flipkart,8593.35,Credit,0
9011,U1401,2023-07-25 18:00:00,ONLINE,EMI,Swiggy,1797.96,Credit,0
9012,U1214,2023-11-04 22:00:00,UPI,Travel,Myntra,6534.63,Debit,0
9013,U1133,2022-08-21 10:00:00,POS,Food,BookMyShow,8441.81,Debit,0
